col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,class
12692,229686,5528360,150380292,223492,4006089,96055333,5218874,92730041,137391772,12692,-2914945026,6.69469E+14,-1.53756E+20,-2836336972,6.51416E+14,-1.49609E+20,6.33849E+14,-1.45575E+20,-1.41649E+20,1.12E+47,5.59E+49,6.66E+55,-2.97E+60,5.59E+49,3.49E+54,-1.97E+59,6.66E+55,-1.97E+59,-2.97E+60,77,35,68,57,64,79,29,76,62,127,35,66,47,39,58,129,59,77,17,35,0,11,1,12,6,6,6,6,6,6,6,16,16,6,6,6,6,6,6,6,6,16,16,10,15,11,16,16,12,8,7,1,12,7,10,16,10,3,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,7,4,13,9,11,3,1,10,8,8,13,18,17,11,4,18,13,2,3,16,15,6,14,15,11,19,19,1,5,10,1,16,16,11,18,17,5,5,6,6,10,1
6957,94874,1690958,33752246,92652,1250856,22229294,1606122,21480786,31233402,6957,-659943544,6.26025E+13,-5.93849E+18,-644487312,6.11363E+13,-5.79941E+18,5.97045E+13,-5.66359E+18,-5.53094E+18,6.63E+31,4.53E+33,7.83E+39,-1.51E+44,4.53E+33,4.05E+38,-1.14E+43,7.83E+39,-1.14E+43,-1.51E+44,64,6,33,23,26,44,23,10,13,82,7,20,61,28,53,42,33,48,16,21,0,11,15,13,10,15,13,15,1,1,10,10,1,10,10,1,16,10,10,1,1,13,13,18,1,13,1,4,1,13,7,10,18,7,18,3,1,1,15,1,10,19,13,10,15,15,5,19,15,16,17,6,5,2,13,13,10,13,7,16,14,1,3,14,20,18,10,16,19,3,14,14,10,12,10,1,20,18,6,1,18,13,7,15,6,8,9,14,18,15,17,7,19,10,10,4,10,18,17,17,15,6,16,1
5839,73712,1209708,22220948,68670,868716,14262280,1063114,13449794,18576228,5839,-430330656,3.17151E+13,-2.33738E+18,-400895460,2.95457E+13,-2.1775E+18,2.75248E+13,-2.02856E+18,-1.8898E+18,8.57E+28,1.95E+31,6.31E+36,-8.95E+40,1.95E+31,3.39E+35,-6.28E+39,6.31E+36,-6.28E+39,-8.95E+40,31,7,39,25,28,33,15,22,19,61,9,22,52,24,26,45,24,34,8,26,0,11,13,13,13,15,17,6,15,6,10,10,19,10,6,10,18,10,16,16,18,2,18,1,10,6,16,4,17,14,1,12,16,17,17,3,1,10,12,18,10,10,8,8,18,3,3,10,15,13,16,10,6,2,20,6,3,9,10,18,15,16,13,12,8,3,14,10,1,16,7,16,10,10,5,14,12,1,5,1,14,14,1,18,2,1,13,16,15,18,16,5,10,17,6,15,15,13,3,17,17,15,10,1
5239,61959,956727,16686651,62447,732128,11209614,971717,11244566,17004047,5239,-324541242,2.01044E+13,-1.24541E+18,-327097386,2.02628E+13,-1.25522E+18,2.04224E+13,-1.26511E+18,-1.27507E+18,3.20E+27,9.25E+28,2.04E+35,-2.88E+39,9.25E+28,1.09E+34,-2.30E+38,2.04E+35,-2.30E+38,-2.88E+39,46,8,24,25,25,46,19,20,17,59,11,23,41,24,25,27,28,23,15,16,0,11,1,1,18,18,1,1,17,15,19,19,14,10,10,10,18,10,16,1,1,6,11,6,1,16,6,1,13,14,13,13,12,8,10,10,10,10,11,3,3,11,6,19,6,3,10,6,18,20,6,4,13,16,15,4,17,13,12,10,3,15,11,1,1,4,6,10,10,5,13,12,5,20,16,1,12,13,10,2,16,13,16,15,1,1,10,10,17,6,15,10,13,8,15,12,6,5,20,17,17,12,1,1
7192,94672,1646986,32368378,93134,1218188,21096434,1572898,20427564,30020576,7192,-680786352,6.44424E+13,-6.10005E+18,-669726594,6.33955E+13,-6.00095E+18,6.23656E+13,-5.90346E+18,-5.80755E+18,6.86E+31,1.32E+34,7.78E+39,-1.42E+44,1.32E+34,4.01E+38,-1.02E+43,7.78E+39,-1.02E+43,-1.42E+44,38,6,30,37,29,43,18,26,27,65,12,28,37,32,36,42,38,51,19,37,0,11,1,15,6,16,1,18,1,19,1,1,10,6,13,10,10,19,6,2,1,10,6,10,14,6,6,11,10,20,13,14,4,16,13,16,15,4,2,9,4,10,3,6,10,19,16,5,15,1,3,5,16,3,12,15,15,15,6,5,4,4,14,19,20,15,15,13,10,19,4,16,6,13,17,18,3,11,13,18,13,16,16,5,12,3,8,16,14,3,19,15,10,15,7,5,18,6,19,18,19,20,4,1
5663,71859,1189027,22052991,66470,820117,13396803,1015822,12301381,17432276,5663,-406865658,2.92318E+13,-2.1002E+18,-376353140,2.70396E+13,-1.94269E+18,2.50118E+13,-1.797E+18,-1.66224E+18,8.31E+28,1.95E+31,6.05E+36,-8.27E+40,1.95E+31,3.13E+35,-5.56E+39,6.05E+36,-5.56E+39,-8.27E+40,30,9,29,21,18,45,20,19,23,67,8,21,49,15,31,35,29,28,14,22,0,11,6,13,15,6,1,1,16,10,13,15,6,13,6,13,15,15,10,10,10,13,18,18,10,13,10,10,10,10,10,10,10,1,13,13,6,16,6,1,6,1,16,15,13,13,7,10,18,5,10,10,1,3,3,10,6,19,12,3,18,6,5,7,6,16,15,8,15,17,13,7,10,3,1,10,1,1,6,6,18,10,10,3,12,20,20,17,14,13,10,2,17,13,16,15,16,14,10,10,17,6,15,1
7601,110184,2091244,44755266,107022,1530361,28904191,1942494,27480495,39610656,7601,-837398400,9.22558E+13,-1.01638E+19,-813367200,8.96083E+13,-9.8721E+18,8.70367E+13,-9.58879E+18,-9.31362E+18,5.48E+34,9.08E+36,9.16E+42,-2.05E+47,9.08E+36,4.50E+41,-1.43E+46,9.16E+42,-1.43E+46,-2.05E+47,95,8,27,40,34,60,14,17,12,87,13,23,44,35,49,48,29,52,26,30,0,11,4,1,18,1,18,1,1,1,18,6,18,10,10,10,1,6,1,6,6,1,1,6,3,4,1,15,4,1,1,1,18,15,1,10,18,1,15,10,10,6,13,6,13,1,1,3,5,16,18,16,18,4,15,1,10,1,1,9,13,6,10,3,17,20,16,10,6,6,6,6,1,1,15,18,15,18,15,6,16,17,6,18,1,1,1,1,6,10,7,15,20,10,15,3,5,2,6,2,7,18,1,1
7150,99992,1841372,38151650,93898,1318619,24347615,1615930,22641249,31223260,7150,-714842808,7.14686E+13,-7.14529E+18,-671276802,6.71129E+13,-6.70982E+18,6.30227E+13,-6.30089E+18,-5.91688E+18,1.84E+33,5.84E+35,2.46E+41,-4.72E+45,5.84E+35,1.28E+40,-3.09E+44,2.46E+41,-3.09E+44,-4.72E+45,40,8,40,27,33,54,19,33,30,79,11,29,53,23,28,42,39,39,17,33,0,11,13,6,5,10,18,15,8,10,13,10,10,10,18,10,10,10,10,6,13,17,15,6,10,15,12,1,17,14,15,11,5,4,8,3,20,16,15,3,16,5,10,9,3,6,14,13,5,15,20,8,16,6,16,8,7,20,16,15,18,13,15,5,20,19,9,3,15,10,10,9,11,9,11,1,6,10,12,1,8,14,17,20,18,13,19,12,5,7,4,13,19,13,6,14,20,14,5,16,4,3,7,1
13025,239684,5807588,158445752,231722,4279301,103634081,5466158,101285415,145074740,13025,-3121644416,7.48151E+14,-1.79306E+20,-3017947328,7.23298E+14,-1.7335E+20,6.99271E+14,-1.67591E+20,-1.62024E+20,1.15E+47,4.59E+49,6.94E+55,-3.16E+60,4.59E+49,3.64E+54,-2.15E+59,6.94E+55,-2.15E+59,-3.16E+60,57,22,74,81,61,61,40,70,93,127,27,70,64,61,56,89,73,76,16,38,0,11,10,5,9,10,10,14,15,14,17,20,17,2,10,16,7,15,20,6,10,20,18,2,5,10,6,18,18,18,17,8,18,16,1,5,14,5,6,4,18,18,10,4,19,16,15,3,14,20,7,18,10,5,3,16,20,15,3,12,8,1,6,9,16,5,14,12,15,10,2,10,13,11,13,8,3,18,18,20,17,19,18,12,6,17,3,10,4,10,10,9,4,10,14,14,18,15,4,14,11,4,4,1
6709,92428,1658846,33345892,91355,1242774,22225100,1624871,21776702,32274473,6709,-620007024,5.72975E+13,-5.2951E+18,-612809340,5.66323E+13,-5.23363E+18,5.59749E+13,-5.17287E+18,-5.11282E+18,6.40E+31,-2.09E+33,7.84E+39,-1.59E+44,-2.09E+33,4.14E+38,-1.25E+43,7.84E+39,-1.25E+43,-1.59E+44,59,5,36,71,8,42,13,16,40,73,10,21,15,40,64,69,36,31,4,11,0,11,4,17,13,16,14,15,15,1,17,15,16,6,1,14,1,16,16,17,13,10,16,13,17,15,8,17,15,10,14,4,9,4,3,10,14,4,10,12,3,15,10,1,18,20,8,3,15,18,15,16,10,4,17,4,12,1,6,10,15,10,15,8,17,4,16,4,4,18,18,16,15,4,18,16,6,8,9,1,1,20,4,1,4,10,6,3,1,15,9,17,10,3,16,18,1,9,4,15,1,15,10,1
4744,54245,802165,13312823,51891,590776,8793340,764027,8558964,12726471,4744,-257284035,1.39534E+13,-7.56744E+17,-246119013,1.33479E+13,-7.23905E+17,1.27687E+13,-6.9249E+17,-6.62439E+17,1.26E+26,1.93E+28,6.15E+33,-7.38E+37,1.93E+28,3.61E+32,-5.74E+36,6.15E+33,-5.74E+36,-7.38E+37,44,1,23,57,12,21,6,18,22,49,10,20,10,32,43,36,25,26,1,14,0,11,16,14,1,20,16,16,16,14,15,18,16,16,20,15,15,17,5,6,6,1,13,6,5,13,10,6,16,13,10,16,16,13,18,5,13,15,1,6,5,6,16,9,6,16,16,16,16,18,17,16,15,18,20,14,18,16,15,17,16,6,6,1,6,6,10,6,16,10,15,1,16,15,10,6,17,17,15,17,13,16,16,20,6,1,6,4,10,10,3,5,16,10,1,3,1,18,12,14,4,5,10,1
2344,21580,250216,3246220,21275,198732,2308758,247463,2316718,3219755,2344,-50561940,1.09066E+12,-2.35264E+16,-49847325,1.07525E+12,-2.31939E+16,1.06005E+12,-2.28661E+16,-2.25429E+16,1.97E+19,-1.57E+20,2.67E+26,-1.57E+30,-1.57E+20,1.42E+25,-1.41E+29,2.67E+26,-1.41E+29,-1.57E+30,36,1,24,56,1,3,2,12,38,33,6,5,0,14,15,15,8,9,0,6,0,11,3,1,8,9,9,9,11,14,11,10,9,10,3,9,4,12,1,10,3,15,1,4,14,1,4,1,3,9,9,1,1,4,3,15,16,9,14,10,4,3,4,10,18,16,10,14,9,9,10,9,6,17,4,3,4,10,3,9,20,16,4,1,10,9,3,1,14,4,9,10,4,10,1,4,9,9,1,17,3,1,4,1,3,18,1,16,10,12,15,15,8,14,10,18,4,4,4,10,3,15,1,1
1477,10064,89130,889910,10313,68645,599287,92277,600851,925259,1477,-14854464,1.49394E+11,-1.50249E+15,-15221988,1.5309E+11,-1.53966E+15,1.56878E+11,-1.57775E+15,-1.61679E+15,2.17443E+14,1.50425E+15,7.14E+20,-1.82E+24,1.50425E+15,4.07E+19,-1.85E+23,7.14E+20,-1.85E+23,-1.82E+24,14,0,13,17,14,11,2,9,16,9,7,10,7,6,6,3,10,10,0,2,0,11,1,13,9,9,1,9,9,15,1,6,6,1,12,16,12,18,5,16,11,5,4,14,17,14,8,14,4,5,9,4,1,5,17,8,11,3,14,12,15,3,6,5,8,3,9,12,3,10,15,3,17,5,1,1,10,6,15,18,12,18,9,12,4,4,8,3,4,11,8,9,4,1,13,6,13,8,12,5,17,18,5,10,17,11,5,6,4,9,10,9,6,1,3,13,4,4,17,8,10,12,1,1
1348,9216,82404,836424,8956,59467,520945,76226,494861,731830,1348,-12413952,1.14322E+11,-1.05281E+15,-12063732,1.11097E+11,-1.02311E+15,1.07963E+11,-9.94246E+14,-9.66196E+14,1.98452E+14,9.21307E+15,6.03E+20,-1.32E+24,9.21307E+15,3.40E+19,-1.23E+23,6.03E+20,-1.23E+23,-1.32E+24,7,2,23,23,9,12,0,9,13,13,11,5,2,5,4,5,7,8,0,3,0,11,3,3,8,20,9,1,1,18,4,14,10,17,4,4,14,9,12,4,5,9,1,1,5,3,8,5,18,10,6,1,4,3,6,2,8,16,17,9,4,10,6,9,18,11,15,11,10,6,14,12,13,17,13,4,4,10,14,4,11,8,3,4,18,3,4,3,6,16,6,17,18,3,5,3,4,5,10,18,11,11,18,15,2,11,9,3,3,16,9,6,9,16,4,4,4,10,16,3,10,5,15,1
37939,1165628,47711554,2201745548,1158924,35569414,1456618696,47190786,1442197688,2164337862,37939,-44221595064,5.15446E+16,-6.00802E+22,-43967258712,5.12481E+16,-5.97347E+22,5.09534E+16,-5.93911E+22,-5.90495E+22,4.55E+89,2.58E+92,4.15E+99,-8.00E+104,2.58E+92,2.14E+98,-5.45E+103,4.15E+99,-5.45E+103,-8.00E+104,213,36,194,387,81,111,88,171,294,455,80,165,131,307,198,243,200,197,72,62,0,11,10,19,19,4,4,18,4,3,2,20,4,15,4,3,18,14,9,9,17,5,17,9,19,18,12,1,14,5,16,9,5,6,9,14,7,8,4,12,10,5,16,3,10,14,3,6,15,15,10,10,3,10,10,4,6,10,17,6,14,9,10,13,9,4,9,6,16,17,15,18,7,1,10,12,12,18,12,9,1,10,15,18,10,14,12,12,12,18,3,10,18,12,8,6,16,17,3,8,18,3,6,1
1808,13458,127474,1353930,12402,89162,827344,108630,759750,1067562,1808,-24318606,3.27099E+11,-4.39966E+15,-22410414,3.01433E+11,-4.05444E+15,2.7778E+11,-3.7363E+15,-3.44313E+15,3.72642E+15,3.31E+17,1.57E+22,-3.77E+25,3.31E+17,8.61E+20,-2.88E+24,1.57E+22,-2.88E+24,-3.77E+25,6,0,11,14,14,8,9,9,10,15,2,2,17,3,14,17,9,11,2,2,0,11,3,8,1,8,7,7,13,19,8,15,15,13,5,5,13,5,7,16,13,16,15,10,5,3,14,5,5,6,4,7,10,10,4,16,3,10,5,13,17,16,17,16,10,16,13,5,20,10,15,13,13,16,5,10,15,1,13,16,19,5,3,17,6,10,16,4,11,15,10,4,9,3,15,5,16,18,12,10,3,18,9,7,5,16,13,4,4,10,9,18,9,18,10,6,3,18,8,4,18,7,6,1
7634,104297,1901937,39244457,103672,1422895,25964809,1849544,25342153,37173568,7634,-796099001,8.30199E+13,-8.65759E+18,-791328376,8.25224E+13,-8.60571E+18,8.20278E+13,-8.55414E+18,-8.50288E+18,1.97E+33,3.09E+35,2.77E+41,-5.81E+45,3.09E+35,1.46E+40,-4.26E+44,2.77E+41,-4.26E+44,-5.81E+45,88,20,24,30,23,41,16,21,29,43,12,21,98,29,32,81,56,32,6,25,0,11,16,20,16,18,17,10,17,6,13,6,13,19,6,5,15,10,14,6,6,9,3,5,12,11,13,10,17,8,16,15,8,17,13,6,16,9,1,1,14,16,14,10,16,14,6,3,10,18,18,1,8,3,6,18,12,17,3,17,11,17,7,10,4,1,14,12,9,8,9,16,1,16,20,12,10,16,10,17,10,14,9,16,9,15,13,8,13,8,16,17,17,1,13,13,18,14,17,13,10,13,18,1
4707,53261,794239,13414121,51499,591203,8883997,746375,8633081,12186937,4707,-250646266,1.33468E+13,-7.10715E+17,-242354294,1.29053E+13,-6.87203E+17,1.24784E+13,-6.64468E+17,-6.42486E+17,1.25E+26,1.91E+28,6.03E+33,-6.95E+37,1.91E+28,3.36E+32,-5.22E+36,6.03E+33,-5.22E+36,-6.95E+37,21,9,25,27,34,26,15,26,40,48,6,18,21,20,18,26,22,28,13,18,0,11,16,15,8,12,9,12,18,18,10,1,10,10,17,10,17,16,16,1,5,10,10,5,14,10,20,20,20,9,7,20,10,16,17,9,12,6,1,6,10,16,9,16,9,6,16,15,8,6,5,3,16,17,14,19,15,1,18,9,9,5,8,11,10,17,16,12,14,12,18,13,18,5,10,8,3,13,10,8,10,4,10,8,12,9,12,5,4,14,18,9,12,17,16,7,6,16,17,16,14,2,9,1
3838,37699,483823,7004371,38455,379483,4865735,498019,4918033,7242211,3838,-144651063,5.45178E+12,-2.05473E+17,-147551835,5.56111E+12,-2.09594E+17,5.67263E+12,-2.13797E+17,-2.18084E+17,1.10E+22,1.90E+22,2.65E+29,-2.17E+33,1.90E+22,1.42E+28,-1.86E+32,2.65E+29,-1.86E+32,-2.17E+33,18,11,10,21,18,28,12,16,16,30,9,14,20,20,22,27,17,31,6,12,0,11,6,3,19,16,5,10,6,12,5,10,4,4,18,7,9,7,16,17,18,18,6,9,18,19,10,17,18,10,5,8,5,15,11,10,18,10,6,17,1,1,4,16,16,19,6,3,4,14,1,3,5,15,2,3,17,8,14,13,6,2,14,12,18,2,20,3,14,1,5,13,8,16,7,8,15,20,19,18,10,14,8,8,5,18,16,17,13,16,10,18,20,11,6,7,1,11,7,17,18,15,11,1
1769,12747,119543,1265583,13701,98423,923389,132863,954917,1436025,1769,-22536696,2.87113E+11,-3.65776E+15,-24223368,3.08601E+11,-3.93151E+15,3.31697E+11,-4.22575E+15,-4.54201E+15,3.64604E+15,-9.86E+16,1.83E+22,-6.07E+25,-9.86E+16,9.47E+20,-6.06E+24,1.83E+22,-6.06E+24,-6.07E+25,16,3,11,25,10,12,3,7,19,14,9,6,16,7,8,5,11,10,0,3,0,11,1,13,9,9,13,4,13,9,9,3,3,1,9,1,1,13,9,1,1,13,1,13,1,13,13,13,4,13,4,15,13,9,4,18,4,5,3,1,16,9,8,9,8,4,5,17,13,4,14,8,4,4,5,9,4,1,5,11,10,5,3,15,17,13,9,2,4,11,9,8,17,20,6,14,2,6,3,18,10,15,1,10,6,14,12,13,17,14,1,4,18,10,15,18,10,6,9,13,15,14,4,1
18219,421589,12778123,434795765,395309,9128996,276136212,11410743,263228624,372081371,18219,-7680508402,3.23784E+15,-1.36496E+21,-7201739362,3.03601E+15,-1.27988E+21,2.84676E+15,-1.2001E+21,-1.12529E+21,5.15E+61,5.25E+64,9.44E+70,-7.53E+75,5.25E+64,4.88E+69,-4.73E+74,9.44E+70,-4.73E+74,-7.53E+75,165,14,103,258,58,73,34,88,205,209,52,94,28,128,111,96,83,89,10,41,0,11,17,3,1,14,11,1,3,5,6,1,1,1,14,20,10,15,9,16,4,9,4,15,10,4,1,14,17,15,13,5,3,8,15,17,4,2,5,18,13,3,3,9,4,4,5,18,9,1,9,8,10,16,15,4,6,6,9,18,8,1,4,17,4,12,6,9,17,18,17,18,9,4,3,14,18,10,14,14,12,13,13,9,5,3,9,8,4,3,11,1,11,10,17,5,10,7,4,13,1,18,10,1
10850,189557,4343157,111964757,185371,3187886,72426130,4219769,71496650,108337375,10850,-2056503893,3.89789E+14,-7.38804E+19,-2011089979,3.81181E+14,-7.22489E+19,3.72763E+14,-7.06534E+19,-6.90932E+19,7.57E+43,1.65E+46,3.52E+52,-1.44E+57,1.65E+46,1.90E+51,-1.04E+56,3.52E+52,-1.04E+56,-1.44E+57,145,10,69,95,16,59,12,59,78,99,38,40,63,65,67,62,62,76,10,9,0,11,13,18,5,7,17,15,17,8,4,16,8,10,4,13,18,1,14,14,8,16,7,10,18,8,11,7,4,4,6,4,18,3,6,9,1,8,13,3,10,17,1,13,18,1,1,18,14,1,1,18,16,12,10,18,15,18,6,9,4,17,18,14,17,17,4,3,14,8,10,9,15,3,11,13,13,1,5,8,9,18,4,12,1,2,17,9,10,18,14,1,1,14,11,10,14,16,3,13,20,16,18,1
4922,55967,832945,13978979,53031,593719,8784697,751369,8293201,12068469,4922,-275413607,1.54109E+13,-8.62329E+17,-260965551,1.46025E+13,-8.17092E+17,1.38365E+13,-7.74227E+17,-7.33612E+17,1.31E+26,2.57E+28,6.12E+33,-6.76E+37,2.57E+28,3.33E+32,-4.86E+36,6.12E+33,-4.86E+36,-6.76E+37,36,5,19,32,23,23,10,31,16,56,13,17,19,19,20,34,26,41,8,19,0,11,17,4,10,13,1,13,10,16,20,5,14,12,1,14,11,16,4,3,12,7,10,16,12,17,18,15,16,14,12,3,12,15,4,15,14,4,7,12,3,15,15,16,10,6,7,13,4,13,10,16,12,6,15,13,14,6,12,16,15,14,18,18,4,14,3,4,4,4,3,4,4,10,17,10,9,20,6,1,9,7,18,8,11,10,5,18,13,18,17,10,2,11,18,18,18,18,1,17,8,9,16,1
2715,21871,231855,2790709,22176,173496,1802548,234284,1797676,2783250,2715,-59357894,1.29774E+12,-2.83724E+16,-60185664,1.31584E+12,-2.8768E+16,1.33419E+12,-2.91692E+16,-2.9576E+16,1.34E+18,7.89E+19,1.24E+25,-5.52E+28,7.89E+19,6.84E+23,-4.66E+27,1.24E+25,-4.66E+27,-5.52E+28,16,3,14,9,8,21,6,11,18,23,3,3,13,8,16,23,11,26,6,10,0,11,1,13,6,1,13,16,16,16,13,16,13,8,10,1,18,10,10,5,16,16,10,18,10,16,13,1,14,1,8,18,18,20,17,3,15,4,18,7,6,1,18,6,16,15,18,17,10,7,2,16,5,19,16,16,4,19,18,16,3,3,8,16,5,17,19,15,20,14,13,4,6,6,15,3,1,8,16,8,5,7,20,1,9,6,14,13,20,8,3,4,18,6,17,5,9,4,15,8,14,19,18,1
3050,26264,299182,3870776,26158,220824,2482918,293402,2439742,3707362,3050,-80078936,2.1025E+12,-5.52021E+16,-79755742,2.09402E+12,-5.49793E+16,2.08557E+12,-5.47574E+16,-5.45364E+16,2.56E+19,2.06E+21,3.24E+26,-1.73E+30,2.06E+21,1.82E+25,-1.42E+29,3.24E+26,-1.42E+29,-1.73E+30,17,10,8,13,13,17,10,17,12,31,7,9,12,8,19,23,12,29,6,10,0,11,12,19,17,6,10,20,17,10,10,16,6,18,12,15,7,16,17,1,8,6,15,18,19,10,16,18,8,5,8,5,15,8,11,18,10,18,18,1,1,4,16,18,19,6,3,4,9,16,16,5,8,2,12,17,10,14,13,6,2,12,16,18,2,20,3,14,5,5,13,8,16,7,18,15,10,19,16,10,14,10,8,10,18,16,17,13,1,10,10,18,1,11,7,18,1,7,14,14,7,8,4,1
1743,12213,111227,1139619,11347,77587,700391,96603,646001,933091,1743,-21275046,2.59683E+11,-3.16969E+15,-19766474,2.41269E+11,-2.94493E+15,2.24162E+11,-2.73611E+15,-2.5421E+15,2.56603E+14,1.59E+16,7.70E+20,-1.69E+24,1.59E+16,4.66E+19,-1.55E+23,7.70E+20,-1.55E+23,-1.69E+24,11,4,2,3,11,9,6,15,2,25,3,5,3,6,4,18,8,14,5,6,0,11,10,10,10,10,10,16,8,8,18,10,7,18,1,18,10,18,10,10,5,18,16,17,8,18,16,14,19,8,18,6,12,6,7,1,17,3,10,19,14,12,2,16,17,16,16,16,6,12,18,7,7,2,5,16,16,16,13,12,4,19,10,14,16,18,14,1,17,11,8,10,16,8,8,5,16,8,10,16,10,5,10,5,5,2,14,10,5,17,10,17,9,6,6,15,5,20,8,17,6,8,5,1
2066,15634,152540,1673350,15642,117248,1132338,152002,1137134,1659084,2066,-32284210,5.04487E+11,-7.88333E+15,-32300730,5.04745E+11,-7.88737E+15,5.05003E+11,-7.8914E+15,-7.89544E+15,4.25817E+15,-1.82E+16,2.10E+22,-7.06E+25,-1.82E+16,1.19E+21,-7.03E+24,2.10E+22,-7.03E+24,-7.06E+25,10,3,12,14,11,15,3,4,9,14,5,4,25,7,10,18,11,14,4,3,0,11,1,3,6,14,11,13,5,16,2,7,20,13,16,15,10,15,15,3,13,5,15,3,16,13,10,16,16,15,10,10,3,3,6,5,6,11,3,13,5,13,3,3,10,17,1,16,19,13,3,19,1,10,13,15,10,16,16,1,19,13,6,17,10,15,16,6,11,18,13,15,6,13,17,1,17,1,15,5,6,18,13,1,4,6,15,17,13,13,13,5,13,6,4,13,19,9,18,2,18,12,18,1
1872,14218,137422,1484398,12907,97623,946731,114807,853471,1149439,1872,-26601878,3.78023E+11,-5.37187E+15,-24148997,3.43167E+11,-4.87654E+15,3.11525E+11,-4.42689E+15,-4.0187E+15,3.85833E+15,3.25E+17,1.66E+22,-4.20E+25,3.25E+17,9.39E+20,-3.37E+24,1.66E+22,-3.37E+24,-4.20E+25,17,4,7,2,6,16,4,5,7,27,4,5,8,11,10,6,6,16,7,8,0,11,1,10,19,15,1,20,14,15,1,10,1,1,7,13,19,9,18,14,18,10,17,1,6,16,10,11,6,10,6,3,8,8,16,14,14,10,18,4,15,15,6,10,14,4,7,14,15,6,15,17,10,17,11,18,16,10,6,2,6,5,18,6,13,18,18,6,6,19,20,9,18,10,3,15,5,8,13,6,17,17,9,18,3,1,10,9,9,11,10,10,3,14,6,6,5,1,13,2,5,10,6,1
9099,146345,3073711,72585935,140024,2225324,46155292,2820992,44403298,63848810,9099,-1331446810,1.94829E+14,-2.85091E+19,-1273938352,1.86414E+14,-2.72778E+19,1.78362E+14,-2.60996E+19,-2.49723E+19,1.77E+39,4.90E+41,4.96E+47,-1.47E+52,4.90E+41,2.53E+46,-1.01E+51,4.96E+47,-1.01E+51,-1.47E+52,51,20,63,62,39,78,21,53,59,91,34,34,21,27,59,49,60,71,4,21,0,11,8,1,1,14,10,10,1,20,20,5,17,4,10,9,3,3,14,18,9,9,8,3,9,20,10,20,1,11,15,10,16,3,4,17,10,8,3,8,11,17,15,5,15,9,4,11,9,12,6,10,16,15,3,5,12,13,17,1,17,18,9,11,10,13,17,5,18,15,16,8,13,3,6,16,4,9,6,3,5,8,1,10,3,10,6,6,16,16,5,15,8,10,15,18,14,18,12,7,4,9,12,1
4577,53113,805559,13745683,49722,568878,8599546,707000,7981534,11314596,4577,-243045088,1.2906E+13,-6.85328E+17,-227527872,1.2082E+13,-6.41574E+17,1.13107E+13,-6.00612E+17,-5.62266E+17,1.22E+26,2.10E+28,5.74E+33,-6.33E+37,2.10E+28,3.08E+32,-4.54E+36,5.74E+33,-4.54E+36,-6.33E+37,16,41,28,25,14,33,5,28,4,26,11,27,35,27,27,27,28,19,1,26,0,11,13,6,8,9,15,8,10,17,18,17,8,10,1,10,2,10,13,16,13,6,12,1,14,1,14,2,17,12,6,5,3,10,3,15,14,16,6,14,2,10,3,8,3,4,2,15,17,8,13,4,1,2,15,6,3,11,11,2,18,12,14,12,6,6,20,10,2,8,13,15,17,12,13,18,20,15,6,13,20,16,12,13,20,16,17,13,20,16,6,13,20,13,1,1,1,13,13,10,16,1,13,1
12834,234469,5648623,153424291,234998,4245183,101729457,5683924,101902043,154777202,12834,-3008940677,7.05448E+14,-1.65393E+20,-3015729334,7.0704E+14,-1.65766E+20,7.08635E+14,-1.6614E+20,-1.66515E+20,1.13E+47,1.27E+49,7.12E+55,-3.43E+60,1.27E+49,3.72E+54,-2.50E+59,7.12E+55,-2.50E+59,-3.43E+60,114,35,48,108,48,74,39,42,53,200,17,29,48,61,79,116,49,62,19,47,0,11,6,6,2,5,2,8,13,15,4,15,16,10,17,15,6,13,6,9,4,17,13,16,9,3,13,17,18,16,16,4,2,8,1,16,16,4,20,9,4,9,2,5,10,13,14,12,8,12,13,3,10,17,10,16,5,2,18,9,16,15,16,15,15,2,18,12,6,13,10,14,4,1,1,15,15,15,10,19,1,10,4,12,4,3,14,4,18,15,11,10,5,9,3,10,16,1,15,10,18,16,8,1
